gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,COUNTY,GSECTOR,GGROUP,GIND,GSUBIND
028076,BHC FINANCIAL INC,BHCF,6200,P,01,LU,79074,12073,1993-04-07,1997-05-29,,40,4020,402010,40201020
028078,NEOWARE INC,NWRE,3571,P,01,LC,81491,13595,1995-03-03,2007-09-28,,45,4520,452020,45202010
028080,NEVSUN RESOURCES LTD,NSU,1000,P,01,LC,90527,46097,2005-01-12,E,,15,1510,151040,15104025
028084,COUPA SOFTWARE INC,COUP,7370,P,01,LC,16382,55747,2016-10-06,2023-03-31,,45,4510,451030,45103010
028086,OBALON THERAPEUTICS INC,OBLN,3841,P,01,LC,16393,55755,2016-10-06,2021-06-15,,35,3510,351010,35101010
028087,EVERSPIN TECHNOLOGIES INC,MRAM,3674,P,01,LC,16392,55754,2016-10-07,E,,45,4530,453010,45301020
028089,SANCTUARY WOOD MULTIMEDIA,3SWMCE,7372,C,01,LU,79625,12392,1993-09-08,1996-07-01,,45,4510,451030,45103010
028091,POLAR POWER INC,POLA,3621,P,01,LC,16528,55824,2016-12-07,E,,20,2010,201040,20104020
028093,ADDENTAX GROUP CORP,ATXG,4210,P,01,LC,23273,59363,2022-08-31,E,,20,2030,203010,20301010
028109,HENLEY HEALTHCARE INC,HENL,3845,C,01,LU,85186,15565,1997-07-01,2001-02-20,,35,3510,351010,35101010
028113,CRISPR THERAPEUTICS AG,CRSP,2836,P,01,LC,16383,55748,2016-10-19,E,,35,3520,352010,35201010
028118,FOSSIL GROUP INC,FOSL,3873,P,01,LC,79089,12074,1993-04-08,E,,25,2520,252030,25203010
028119,BROOKFIELD PROPERTY REIT,BPYU,6798,P,01,LC,79129,29807,2010-03-05,2021-07-30,,60,6010,601010,60101070
028119,BROOKFIELD PROPERTY REIT,BPYU,6798,P,01,LC,79129,29807,1993-04-08,2009-04-15,,60,6010,601010,60101070
028120,JEFFERSON SVGS BANCORP INC,JSBA,6036,P,01,LU,79095,12076,1993-04-08,2001-02-28,,40,4010,401010,40101010
028125,NFO WORLDWIDE INC,NFO.1,8700,P,01,LU,79097,12075,1993-04-08,2000-04-28,,25,2540,254010,25401010
028127,STARTER CORP,STAZQ,2300,C,01,LU,79130,29814,1993-04-08,1999-04-19,,25,2520,252030,25203010
028128,INTL CANINE GENETICS INC,3ICGI.,2835,C,01,LU,80379,12034,1994-03-24,1995-01-12,,35,3520,352010,35201010
028130,CAMBRIDGE TECHNOLOGY PARTNER,CATP,7370,P,01,LU,79075,12077,1993-05-19,2001-07-31,,45,4510,451020,45102010
028131,BLACKROCK MUNIVEST FUND II,MVT,6726,P,01,LU,79139,29813,1993-04-12,E,,,,,
028135,CENTRAL VIRGINIA BANKSHARES,CVBK,6020,P,01,LU,79080,12079,1993-04-14,2013-09-30,,40,4010,401010,40101015
028137,ORTHOPEDIC TECHNOLOGY INC,ORTH.,3842,P,01,LU,79104,12080,1993-04-14,1996-04-30,San Joaquin,35,3510,351010,35101010
028138,SAFETY FIRST INC,SAFT.1,3842,P,01,LU,79107,12082,1993-04-14,2000-07-31,,25,2520,252010,25201050
028139,SANMINA CORP,SANM,3672,P,01,LU,79108,12083,1993-04-14,E,,45,4520,452030,45203020
028140,STYLES ON VIDEO INC,3SOVIE,3861,C,01,LU,79141,29815,1993-04-14,1994-12-27,,25,2520,252020,25202020
028143,WESTERN ASST MANGD HI INC FD,MHY.1,6726,P,01,LU,79138,29809,1993-04-15,2016-08-31,,,,,
028144,VAN KAMPEN VALUE MUN INCOME,VKV,6726,P,01,LU,79140,29818,1993-04-15,2006-01-31,,,,,
028145,WIND RIVER SYSTEMS INC,WIND.1,7373,P,01,LU,79121,12084,1993-04-15,2009-07-31,,45,4510,451030,45103020
028146,TRANS CONTINENTAL ENTMT GRP,TCTE,7370,P,01,LU,79800,12573,1993-11-30,1998-12-02,,20,2020,202010,20201030
028146,TRANS CONTINENTAL ENTMT GRP,TCTE,7370,C,00X,LU,79800,12573,1993-11-15,1993-11-29,,20,2020,202010,20201030
028147,EQUINOX SYSTEMS INC,EQNX.,3576,P,01,LU,79085,12085,1993-04-16,2001-01-31,,45,4520,452020,45202020
028149,AVIATION GENERAL INC,AVGE.1,3721,C,01,LU,79077,12087,1993-04-19,2002-09-23,,20,2010,201010,20101010
028150,HEMOSOL CORP,HMSLQ,2836,P,01,LC,88946,41389,2001-03-01,2005-12-14,,35,3520,352010,35201010
028152,MIDSOUTH BANCORP INC,MSL,6020,P,01,LU,79131,29811,1993-04-19,2019-09-30,,40,4010,401010,40101015
028155,TRICO BANCSHARES,TCBK,6020,P,01,LU,79116,12086,1993-04-19,E,,40,4010,401010,40101015
028156,INTEGRATED SECURITY SYS -OLD,IZZI.1,9995,P,01,LU,79117,12088,1993-04-20,1999-03-23,,45,4520,452030,45203010
028157,SOLIGEN TECHNOLOGIES INC,SGTN,3360,C,01,LU,80407,30370,1994-03-10,1999-09-03,,20,2010,201060,20106020
028159,TIG HOLDINGS INC,TIG.1,6331,P,01,LU,79137,29817,1993-04-20,1999-04-30,,40,4030,403010,40301040
028165,ACCELIO CORP,ACLO.,7372,P,01,LU,79088,12089,1993-04-21,2002-04-30,,45,4510,451030,45103010
028166,MARTIN COLOR-FI INC,3MRCFQ,2820,C,01,LU,79096,12090,1993-04-21,1998-12-08,,25,2520,252030,25203030
028168,WILLIAMS COAL SEAM RYL TRUST,WTU,6792,P,01,LC,78858,29745,1993-01-14,2010-11-15,,10,1010,101020,10102020
028169,AGRIUM INC,AGU,2870,P,01,LU,81598,13713,1995-05-05,2018-01-03,,15,1510,151010,15101030
028170,PEPSI-GEMEX SA DE CV,PGMXY,2086,C,90,LU,80392,30355,1994-03-29,2002-11-05,,30,3020,302010,30201030
028173,TCW/DW TERM TRUST 2003,TMT.,6726,P,01,LU,79136,29816,1994-01-31,2003-12-31,,,,,
028174,WEST COAST BANCORP INC/FL,WBAN,6020,P,01,LU,79120,12094,1993-04-22,1997-04-30,,40,4010,401010,40101010
028175,ACM MUN SEC INCOME FUND INC,AMU.1,6726,P,01,LU,79132,29804,1993-04-23,2007-05-31,,,,,
028176,APTARGROUP INC,ATR,3089,P,01,LU,79133,29805,1993-04-23,E,,15,1510,151030,15103010
028177,GELSTAT CORP,GSAC,2834,P,01,LU,79082,12096,1996-02-07,1996-08-06,,35,3520,352020,35202010
028177,GELSTAT CORP,GSAC,2834,P,01,LU,79082,12096,1993-04-30,1995-11-02,,35,3520,352020,35202010
028177,GELSTAT CORP,GSAC,2834,C,00X,LU,79082,12096,1993-04-23,1993-04-29,,35,3520,352020,35202010
028178,HARMONY BROOK INC,HBRK.,5960,P,01,LU,79091,12098,1993-04-23,1998-03-31,,20,2020,202010,20201030
028179,PIMCO MUNICIPAL ADV FUND INC,MAF,6726,P,01,LC,79134,29812,1993-04-23,2009-08-25,,,,,
028180,O'REILLY AUTOMOTIVE INC,ORLY,5531,P,01,LU,79103,12097,1993-04-23,E,,25,2550,255040,25504050
028182,ACTION PERFORMANCE COS INC,ATN.2,5130,P,01,LU,79069,12104,1993-04-27,2005-12-30,,25,2520,252020,25202010
028184,IDENTIPHI INC,IDPIQ,7373,C,01,LC,79100,12101,2003-04-25,2007-03-19,,45,4510,451030,45103020
028184,IDENTIPHI INC,IDPIQ,7373,C,01,LC,79100,12101,1993-04-27,2001-05-30,,45,4510,451030,45103020
028185,PEOPLES BANCTRUST INC,PBTC,6020,P,01,LU,80656,13137,1994-06-13,2007-10-31,,40,4010,401010,40101015
028187,AZTEC ENERGY CORP/UT,BLZE.1,1311,C,01,LU,79070,12106,1993-04-30,1994-05-25,,10,1010,101020,10102020
028187,AZTEC ENERGY CORP/UT,BLZE.1,1311,C,00X,LU,79070,12106,1993-04-28,1993-04-29,,10,1010,101020,10102020
028188,CTL CREDIT INC,CTLI.,6141,P,01,LU,79079,12105,1993-04-28,1996-06-28,,40,4020,402010,40201010
028190,INTERLINQ SOFTWARE CORP,INLQ,7372,P,01,LU,79093,12107,1993-04-28,2002-10-31,,45,4510,451030,45103010
028191,ROYAL CARIBBEAN GROUP,RCL,4400,P,01,LU,79145,29819,1993-04-28,E,,25,2530,253010,25301020
028192,HOWMET AEROSPACE INC,HWM,3728,P,01,LC,24643,20060,2016-11-01,E,,20,2010,201010,20101010
028193,ENCORE MARKETING INTL INC,EMIC,7997,P,01,LU,79142,29806,1993-04-29,1996-07-26,,25,2540,254010,25401030
028194,AVIENT CORP,AVNT,2810,P,01,LC,88597,39140,2000-09-13,E,,15,1510,151010,15101050
028194,AVIENT CORP,AVNT,2810,P,01,LC,79144,29808,1993-04-29,2000-08-31,,15,1510,151010,15101050
028195,JABIL INC,JBL,3672,P,01,LU,79094,12108,1993-04-29,E,,45,4520,452030,45203020
028196,CONCORD HEALTH GROUP INC,CHGR,8050,P,01,LU,80805,13286,1994-08-22,1996-03-29,,35,3510,351020,35102020
028197,OLD AMERICA STORES,OASIQ,5945,P,04,LU,79102,12109,1993-04-29,1997-10-09,,25,2550,255040,25504040
028199,ABSOLUTE ENTERTAINMENT INC,ABSO,7372,C,01,LC,79068,12110,1993-04-30,1994-10-26,,45,4510,451030,45103010
028200,UNIZAN FINANCIAL CORP,UNIZ,6020,P,01,LC,87218,33717,2002-03-08,2006-02-28,,40,4010,401010,40101015
028200,UNIZAN FINANCIAL CORP,UNIZ,6020,P,01,LC,79073,12112,1993-04-30,2002-03-07,,40,4010,401010,40101015
028203,ELECTRONIC RETAILNG SYS INTL,3ERSI.,3578,P,01,LU,79086,12111,1993-04-30,1999-09-02,,45,4520,452030,45203010
028206,RAMTRON INTERNATIONAL CORP,RMTR,3674,P,01,LU,78910,11964,1993-02-16,2012-11-30,,45,4530,453010,45301020
028209,ANIKA THERAPEUTICS INC,ANIK,2836,P,01,LU,79150,12119,1993-05-24,E,,35,3520,352010,35201010
028211,FIDELITY NY F S B GARDEN CTY,FDNY,6035,P,01,LU,79165,12114,1993-05-03,1995-02-28,,40,4010,401010,40101010
028214,INTERPOOL INC,IPX.1,7359,P,01,LU,79209,29846,1993-05-04,2007-07-31,,20,2030,203050,20305030
028216,REINSURANCE GROUP AMER INC,RGA,6311,J,04,LC,92799,29863,2008-09-19,2008-11-25,,40,4030,403010,40301050
028216,REINSURANCE GROUP AMER INC,RGA,6311,J,02,LC,86134,29863,1998-06-05,1999-09-14,,40,4030,403010,40301050
028216,REINSURANCE GROUP AMER INC,RGA,6311,P,01,LC,79210,29863,1993-05-04,E,,40,4030,403010,40301050
028217,3DO CO,THDOQ,7372,P,01,LU,79197,12118,1993-05-04,2003-06-06,,45,4510,451030,45103030
028221,TECNOMATIX TECHNOLOGIES LTD,TCNO,7372,P,01,LU,78914,11978,1993-02-26,2005-04-29,,45,4510,451030,45103010
028227,CALIFORNIA QUARTZ INC,CALQE,8200,C,01,LU,79155,12120,1993-05-06,1995-03-22,Los Angeles,20,2020,202010,20201030
028229,TEXOIL INC,TXLI,1311,P,01,LU,80580,13119,1994-05-27,2001-03-30,,10,1010,101020,10102020
028230,BAESA-BUENOS AIRES EMBOTELLO,BUAEY,2086,C,90,LC,79208,29840,1993-05-05,1997-05-09,,30,3020,302010,30201030
028231,BLANCH E W HOLDINGS INC,EWB,6411,P,01,LU,79207,29839,1993-05-07,2001-06-29,,40,4030,403010,40301010
028232,ENVIROPUR WASTE REFNG TECH,3EPURE,2990,C,01,LU,79690,12485,1993-10-15,1996-09-26,,10,1010,101020,10102030
028236,GILAT SATELLITE NETWORKS LTD,GILT,3663,P,01,LU,78971,12044,1993-03-26,E,,45,4520,452010,45201020
028243,MUNIVEST MICH INSD FD INC,MVM,6726,P,01,LU,79216,29851,1993-05-10,2000-03-31,,,,,
028244,MUNIVEST N Y INSD FD INC,MVY,6726,P,01,LU,79218,29852,1993-05-10,1997-01-31,,40,4020,402010,40201020
028245,MUNIVEST N J FUND INC,MVJ,6726,P,01,LU,79217,29853,1993-05-10,2000-02-29,,,,,
028246,MUNIVEST CALIF INSD FD INC,MVC.1,6726,P,01,LU,79214,29849,1993-05-10,1997-01-31,,40,4020,402010,40201020
028247,MUNIVEST FLORIDA FUND,MVS.,6726,P,01,LU,79215,29850,1993-05-10,2000-02-29,,,,,
028248,GLOBAL AVIATION HOLDINGS INC,6039B,4512,P,01,LC,79149,12123,1993-05-11,2004-11-04,,20,2030,203020,20302010
028249,CATALYST SEMICONDUCTOR INC,CATS.1,3674,P,01,LU,79156,12124,1993-05-11,2008-10-31,,45,4530,453010,45301020
028250,AMFM INC,AFM.3,4832,P,01,LU,79163,12125,1993-05-11,2000-08-31,,25,2540,254010,25401020
028252,OCCUPATIONAL HLTH &REHAB INC,OHRI,8000,P,01,LU,79196,12126,1993-05-11,1999-06-07,,35,3510,351020,35102020
028253,AUSPEX SYSTEMS INC,ASPXQ,3576,P,01,LU,79152,12127,1993-05-12,2003-05-01,,45,4520,452020,45202010
028255,ARGENTARIA CAJA POST BANC HP,AGR.2,6020,P,90,LU,79211,29841,1993-05-12,2000-01-31,,40,4010,401010,40101010
028256,XTO ENERGY INC,XTO,1311,P,01,LC,79212,29842,1993-05-12,2010-06-25,,10,1010,101020,10102020
028257,NATIONAL TIRE SERVICES INC,3NTSI,5090,C,01,LU,79182,12128,1993-05-12,1995-04-13,Cook,25,2550,255010,25501010
028258,QUAD SYSTEMS CORP,QSYSQ,3559,C,01,LU,79205,12129,1993-05-12,2000-12-15,,45,4520,452050,45205010
028259,ZURICH REINS CENTRE HLDGS,ZRC,6331,P,01,LC,79220,29869,1993-05-12,1997-08-29,,40,4030,403010,40301050
028260,BLACK HAWK GAMING&DEV CO INC,BHWK,7990,P,01,LU,79153,12131,1993-05-13,2002-02-28,,25,2530,253010,25301010
028262,NATUZZI SPA,NTZ,2510,P,90,LU,79213,29845,1993-05-13,E,,25,2520,252010,25201020
028263,INTL NESMONT INDUSTRIAL CORP,NESFE,3330,P,01,LU,79180,12151,1993-05-21,1994-08-31,,15,1510,151040,15104040
028264,LCI INTERNATIONAL INC,LCI.1,4813,P,01,LU,79175,12132,1993-05-13,1998-06-30,,50,5010,501010,50101020
028265,AVIDYN INC,ADYN.,7370,P,01,LU,79176,12130,1993-05-13,2003-01-31,,35,3510,351020,35102010
028266,OPTI INC,OPTI.,9995,P,01,LU,79183,12133,1993-05-13,2004-05-25,,45,4530,453010,45301020
028270,IRG TECHNOLOGIES INC,IRGT.1,5045,C,01,LU,79174,12135,1993-05-14,1995-08-16,,45,4520,452030,45203010
028272,ASTRAZENECA PLC,AZN,2834,P,90,LC,79363,29908,1993-06-07,E,,35,3520,352020,35202010
028273,BLACKROCK SENIOR HIGH INC FD,ARK,6726,C,01,LU,79230,29865,1993-05-17,2013-12-31,,,,,
028274,AMERICA FIRST REIT INC,AFR.1,6798,P,01,LC,79324,29871,1993-06-07,1995-06-29,,40,4040,404010,40401010
028276,FNF INDUSTRIES INC,FNID,5211,P,01,LU,79160,12141,1993-05-28,1998-12-02,,25,2550,255040,25504030
028276,FNF INDUSTRIES INC,FNID,5211,C,00X,LU,79160,12141,1993-05-18,1993-05-27,,25,2550,255040,25504030
028277,ESQUIRE COMMUNICATIONS LTD,3ESQS,7330,C,01,LU,79162,12138,1993-09-30,1999-07-27,,20,2020,202010,20201030
028278,GERMAN AMERICAN BANCORP INC,GABC,6020,P,01,LU,79166,12139,1993-05-18,E,,40,4010,401010,40101015
028279,MEGATEST CORP,MEGT,3825,P,01,LU,79177,12137,1993-05-18,1995-12-29,,45,4520,452030,45203010
028285,SPECTRUM GROUP INTL INC,SPGZ,7389,C,01,LC,79167,12142,1993-05-19,2007-01-09,,25,2530,253020,25302020
028286,PGS ASA,PGSVY,1382,P,91,LC,90509,46029,2004-12-17,2007-07-19,,10,1010,101010,10101020
028286,PGS ASA,PGSVY,1382,P,90,LC,79184,12143,1993-05-19,2003-02-25,,10,1010,101010,10101020
028287,HURRY INC  -CL A,HURY,5411,P,01,LC,79168,12148,1993-05-20,2001-02-12,,30,3010,301010,30101030
028289,MFS COMMUNICATIONS INC,MFST.,4813,P,01,LU,79179,12145,1993-05-20,1996-12-31,,50,5010,501010,50101020
028291,NATIONAL HOME CENTERS INC,NHCI,5211,P,01,LC,79181,12149,1993-05-20,2002-01-18,,25,2550,255040,25504030
028292,NUVEEN CON QUAL MUN INCM,NTC,6726,P,01,LC,79225,29854,1994-01-31,2019-11-29,,,,,
028293,NUVEEN PREM INCOME MUN FD 5,NPU,6726,P,01,LU,79227,29856,1993-05-20,1994-09-08,,40,4020,402010,40201020
028294,NUVEEN NC QUAL MUN INCM FD,NNC,6726,P,01,LC,79226,29857,1993-05-20,2019-12-31,,,,,
028295,TITAN INTERNATIONAL INC,TWI,3523,P,01,LU,79198,12147,1993-05-20,E,,20,2010,201060,20106015
028296,CLAYTON WILLIAMS ENERGY INC,CWEI,1311,P,01,LU,79159,12146,1993-05-20,2017-04-28,,10,1010,101020,10102020
028299,LIVENT INC,LVNT,7900,C,01,LU,82189,13904,1995-08-03,1998-08-07,,25,2540,254010,25401030
028300,ENVIRONMENTAL SAFEGUARDS INC,ELSF,4955,C,01,LU,85787,34651,1998-02-12,2002-10-15,,20,2020,202010,20201050
028301,NUVEEN GA PREM INCOME MUN FD,NPG,6726,P,01,LC,79221,29855,1993-05-20,E,,,,,
028302,NUVEEN MO QUAL MUN INCM FD,NOM,6726,C,01,LC,79222,29858,1994-01-31,E,,,,,
028303,ELLIS PERRY INTL INC,PERY,2320,P,01,LC,79195,12154,1993-05-21,2018-10-23,,25,2520,252030,25203010
028305,DII GROUP INC,DIIG.,3672,P,01,LU,79161,12155,1993-06-01,2000-04-28,,45,4520,452030,45203010
028306,HANCOCK J PATRIOT PFD DIV,PPF,6726,C,01,LC,79228,29860,1993-05-21,2007-05-29,,,,,
028307,PUTNAM INVT GRADE INTER MUN,PTI.1,6726,P,01,LU,79224,29861,1993-05-21,1995-08-31,,40,4020,402010,40201020
028308,PUTNAM MUN OPPORTUNITIES TR,PMO,6726,P,01,LU,79229,29862,1993-05-21,E,,,,,
028312,HAMILTON FINANCIAL SERVICES,HFSC,6162,P,01,LU,79169,12161,1993-05-26,1996-04-12,,40,4020,402010,40201020
028313,IPSWICH BANCSHARES INC,IPSW,6036,P,01,LU,79173,12162,1993-05-26,2002-07-31,,40,4010,401010,40101010
028314,RESOURCE BANCSHARES MTG GRP,RBMG,6162,P,01,LC,79188,12160,1993-05-26,2002-03-28,,40,4010,401010,40101010
028315,VISTA BANCORP INC,VBNJ,6020,P,01,LU,79199,12163,1993-06-30,2002-08-30,,40,4010,401010,40101010
028316,FOCUS ENHANCEMENTS INC,FCSEQ,3576,P,01,LC,79164,12156,1993-05-25,2008-09-16,,45,4520,452020,45202020
028317,STATION CASINOS INC,STN.1,7990,P,01,LC,79192,12158,1993-05-25,2007-11-07,,25,2530,253010,25301010
028319,FIRST CINCINNATI INC,3FCNNE,1531,C,01,LC,79201,12157,1993-05-25,2000-12-20,,25,2520,252010,25201030
028320,CDW CORP,CDW,5045,P,01,LC,79157,12165,1993-05-27,2007-10-12,,45,4520,452030,45203030
028320,CDW CORP,CDW,5045,P,02,LC,13949,54426,2013-06-27,E,,45,4520,452030,45203030
028321,FILA HOLDINGS SPA,FLH,2250,P,90,LU,79232,29843,1993-05-27,2003-10-31,,25,2520,252030,25203010
028322,HEALTHCARE REALTY TRUST INC,HR,6798,P,01,LC,79233,29844,1993-05-27,2022-07-20,,60,6010,601050,60105010
028322,HEALTHCARE REALTY TRUST INC,HR,6798,P,01,LC,13439,54106,2022-07-21,E,,60,6010,601050,60105010
028323,ACADIA REALTY TRUST,AKR,6798,P,01,LU,79235,29848,1993-05-27,E,,60,6010,601070,60107010
028325,TARANTELLA INC,3TTLA,7372,P,01,LU,79190,12166,1993-05-27,2003-10-20,,45,4510,451030,45103020
028326,TRINET CORP REALTY TRUST INC,TRI.3,6798,P,01,LU,79239,29868,1993-05-27,1999-11-30,,40,4040,404010,40401010
028328,BLACKROCK INVESTMT QLTY MUN,RFA,6726,C,01,LC,79241,29835,1993-05-28,2012-06-12,,,,,
028329,BLACKROCK NJ INV QLTY MUN TR,RNJ,6726,C,01,LC,79242,29836,1993-05-28,2012-07-11,,,,,
028330,BLACKROCK NY INV QLTY MUN TR,RNY,6726,C,01,LC,79240,29837,1993-05-28,2012-07-11,,,,,
028331,BLACKROCK CA INV QLTY MUN TR,RAA.1,6726,C,01,LC,79243,29838,1993-05-28,2010-09-10,,,,,
028332,HOLLYWOOD CASINO CORP  -CL A,HWD.1,7990,P,01,LU,79171,12169,1993-06-30,2003-03-31,,25,2530,253010,25301010
028333,INNOVATIVE GAMING CORP AMER,IGCA,3990,C,01,LU,79172,12168,1993-05-28,2002-11-04,,25,2530,253010,25301010
028334,INVEXANS SA,MAD,3080,P,90,LC,79234,29847,1993-05-28,2009-07-24,,20,2010,201040,20104010
028336,SPECIAL OPPORTUNITIES FD INC,SPE,6726,P,01,LC,79236,29859,1993-05-28,E,,,,,
028337,SIGNAL TECHNOLOGY CORP,STCO.1,3825,C,01,LU,79193,12167,1993-05-28,2003-05-30,,20,2010,201040,20104010
028338,TRANSOCEAN LTD,RIG,1381,P,01,LC,79237,29866,1993-05-28,E,,10,1010,101010,10101010
028340,TANGER INC,SKT,6798,P,01,LU,79238,29867,1993-05-28,E,,60,6010,601070,60107010
028342,SKY FINANCIAL GROUP INC,SKYF.,6020,P,01,LU,79254,12170,1993-06-01,2007-06-29,,40,4010,401010,40101015
028347,FLOTEK INDUSTRIES INC,FTK,2810,P,01,LC,90783,46992,2005-07-27,E,,15,1510,151010,15101050
028349,ALLSTATE CORP,ALL,6331,P,01,LC,79323,29870,1993-06-03,E,,40,4030,403010,40301040
028351,KIMSOUTH REALTY INC,KPT,6798,P,01,LU,79332,29878,1993-06-03,2002-11-29,,40,4040,404010,40401010
028353,METRO FINANCIAL CORP,MFIN.,6020,P,01,LU,79286,12172,1993-06-03,1996-02-29,,40,4010,401010,40101010
028354,NORTHSTAR HEALTH SVCS INC,3NSTR.,8000,C,01,LU,79292,12173,1993-06-03,1996-05-30,,35,3510,351020,35102010
028355,PLAINTREE SYSTEMS INC,PTEEF,3440,P,01,LC,81625,13718,1995-05-10,1999-04-01,,15,1510,151040,15104050
028362,DISCOVERY ZONE INC,DVZN,7990,C,01,LC,79314,12176,1993-06-04,1996-05-21,,25,2540,254010,25401030
028364,NUTMEG FED SVGS & LN ASSN/CT,NTMG.,6035,P,01,LU,79293,12171,1993-06-03,2000-11-30,,40,4010,401010,40101010
028365,SENESTECH INC,SNES,2870,P,01,LC,16532,55827,2016-12-08,E,,35,3520,352020,35202010
028367,IRHYTHM HOLDINGS INC,IRTC,3845,P,01,LC,16386,55752,2016-10-20,E,,35,3510,351010,35101010
028368,GTY TECHNOLOGY HOLDINGS,GTYH,7370,P,02,LC,16464,55750,2016-11-14,2022-07-29,,45,4510,451030,45103010
028370,PLAYA HOTELS & RESORTS N V,PLYA,7011,P,01,LC,16641,55893,2017-03-13,2025-06-30,,25,2530,253010,25301020
028371,OLICOM A/S,OLCMF,3576,P,01,LU,78184,11762,1992-10-22,2000-04-05,,40,4040,404030,40403020
028374,INTERLINK ELECTRONICS,LINK,3679,P,01,LC,79280,12178,2021-03-25,E,,45,4520,452030,45203010
028374,INTERLINK ELECTRONICS,LINK,3679,P,01,LC,79280,12178,2016-04-25,2019-02-14,,45,4520,452030,45203010
028374,INTERLINK ELECTRONICS,LINK,3679,P,01,LC,79280,12178,1993-06-07,2006-04-06,,45,4520,452030,45203010
028376,RENAISSANCE ENTMT CORP,FAIR.2,7990,P,01,LU,81205,13533,1995-01-27,1998-12-30,,25,2530,253010,25301030
028378,LIONSGATE STUDIOS CORP,LION,7812,P,01,LC,86408,34913,1998-11-17,2025-05-06,,50,5020,502020,50202010
028378,LIONSGATE STUDIOS CORP,LION,7812,P,01,LC,25055,59875,2025-05-07,E,,50,5020,502020,50202010
028378,LIONSGATE STUDIOS CORP,LION,7812,J,02,LC,16495,34913,2016-12-09,2025-05-06,,50,5020,502020,50202010
028379,PARKWAY INC,PKY,6798,P,01,LC,16340,55713,2016-10-07,2017-10-11,,60,6010,601010,60101040
028380,ORTHOFIX MEDICAL INC,OFIX,3841,P,01,LC,78756,11486,1992-04-24,E,,35,3510,351010,35101010
028381,TVSL SA,TVSFF,4833,C,01,LU,79005,12004,1993-03-31,2005-10-13,,25,2540,254010,25401020
028381,TVSL SA,TVSFF,4833,C,00X,LU,79005,12004,1993-03-10,1993-03-30,,25,2540,254010,25401020
028382,NEW DIMENSION SOFTWARE LTD,DDDDF,7372,P,01,LU,78140,11736,1992-10-06,1999-04-30,,45,4510,451030,45103010
028383,ATTUNITY LTD,ATTU,7372,P,01,LC,78201,11867,2012-07-26,2019-05-31,,45,4510,451030,45103020
028383,ATTUNITY LTD,ATTU,7372,P,01,LC,78201,11867,1992-12-17,2008-02-21,,45,4510,451030,45103020
028384,SAPIENS INTERNATIONAL CORP,SPNS,7372,P,01,LU,78759,11544,1992-05-29,2025-12-31,,45,4510,451030,45103010
028385,SENSTAR TECHNOLOGIES CORP,SNT,3669,P,01,LU,78985,12032,1993-03-23,E,,45,4520,452030,45203010
028386,EZCHIP SEMICONDUCTOR LTD,EZCH,3576,P,01,LU,78168,11808,1992-11-19,2016-02-29,,45,4530,453010,45301020
028387,CARLISLE HOLDINGS LTD-OLD,CLHL.,6020,P,01,LC,78758,11516,1992-05-29,1999-09-29,,40,4010,401010,40101010
028387,CARLISLE HOLDINGS LTD-OLD,CLHL.,6020,C,00X,LC,78758,11516,1992-05-13,1992-05-28,,40,4010,401010,40101010
028388,ALDILA INC,ALDA.1,3949,P,01,LC,79247,12181,1993-06-08,2010-02-05,,25,2520,252020,25202010
028389,AMERICAN SAFETY RAZOR,3RAZR,3420,C,99X,LU,79301,12182,1999-07-31,1999-08-31,,25,2520,252010,25201050
028389,AMERICAN SAFETY RAZOR,3RAZR,3420,P,01,LU,79301,12182,1993-06-08,1999-07-30,,25,2520,252010,25201050
028391,MARINER HEALTH GROUP INC,MRNR,8050,P,01,LU,79290,12179,1993-06-08,1998-08-31,,35,3510,351020,35102020
028392,REGIONAL ACCEPTANCE CORP,REGA.,6141,P,01,LU,79302,12180,1993-06-08,1996-09-30,,40,4020,402010,40201010
028395,ELLETT BROTHERS INC,3ELET,5090,P,01,LU,79263,12187,1993-06-09,2001-03-22,,25,2550,255010,25501010
028397,PAPA JOHNS INTERNATIONAL INC,PZZA,5812,P,01,LU,79299,12185,1993-06-08,E,,25,2530,253010,25301040
028398,SUNGLASS HUT INTL INC,RAYS.,5990,P,01,LU,79300,12188,1993-06-09,2001-04-30,,25,2550,255040,25504040
028403,MONDAVI ROBERT CORP  -CL A,MOND.,2084,P,01,LU,79289,12191,1993-06-10,2004-12-31,,30,3020,302010,30201020
028404,INVESCO CALIF VALUE MUN INCM,VCV,6726,P,01,LC,79356,29901,1993-06-10,E,,,,,
028405,VAN KAMPEN NY VALUE MUN INC,VNV.,6726,P,01,LU,79357,29902,1993-06-10,2005-10-31,,,,,
028406,INVESCO PA VALUE MUN INCM TR,VPV,6726,P,01,LC,79360,29905,1993-06-10,E,,,,,
028408,GENTHERM INC,THRM,3714,P,01,LC,79248,12194,1993-06-10,E,,25,2510,251010,25101010
028409,BANCO GALICIA BUENOS AIRES,3BGALF,6020,P,90,LC,79316,12199,1993-06-11,2000-07-28,,40,4010,401010,40101010
028410,BARRETT BUSINESS SVCS INC,BBSI,7363,P,01,LU,79249,12197,1993-06-11,E,,20,2020,202020,20202010
028411,BURLINGTON RES COAL SEAM GAS,BRU.2,6792,P,01,LU,86104,29874,1993-06-11,1999-04-30,,20,2020,202010,20201030
