gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,COUNTY,GSECTOR,GGROUP,GIND,GSUBIND
028414,LENOX GROUP INC,LENXQ,3260,P,01,LC,79328,29875,1993-06-11,2008-05-15,,25,2520,252010,25201050
028416,HOLLY RESIDENTIAL PPTYS INC,HLY.1,6798,P,01,LU,79333,29879,1993-06-11,1994-12-30,,40,4040,404010,40401010
028418,IMAGE BUSINESS SYSTEMS CORP,3IBSCE,7372,C,01,LU,79273,12198,1993-06-11,1994-08-09,,45,4510,451030,45103010
028420,BLACKLINE INC,BL,7370,P,01,LC,16381,55746,2016-10-28,E,,45,4510,451030,45103010
028421,MYOVANT SCIENCES LTD,MYOV,2834,P,01,LC,16451,55783,2016-10-27,2023-03-31,,35,3520,352010,35201010
028423,ZTO EXPRESS CAYMAN INC,ZTO,4513,P,90,LC,16449,55781,2016-10-27,E,,20,2030,203010,20301010
028424,QUANTENNA COMMUNICATIONS INC,QTNA,3674,P,01,LC,16397,55757,2016-10-28,2019-06-28,,45,4520,452010,45201020
028429,ROCK ENERGY RESOURCES INC,RCKE,1040,C,01,LU,80246,12824,1994-02-28,1998-12-01,,15,1510,151040,15104030
028429,ROCK ENERGY RESOURCES INC,RCKE,1040,C,00X,LU,80246,12824,1994-02-04,1994-02-27,,15,1510,151040,15104030
028432,GLOBETECH VENTURES CORP,GTVCF,1000,P,01,LC,83364,14501,1996-04-03,1998-07-20,,15,1510,151040,15104020
028433,STORAGE ENGINE INC,SENGQ,3572,P,01,LU,79260,12200,1993-06-15,2002-10-02,,45,4510,451020,45102010
028435,BELL MICROPRODUCTS INC,BELM,5065,P,01,LC,79251,12202,2010-01-25,2010-07-06,,45,4520,452030,45203030
028435,BELL MICROPRODUCTS INC,BELM,5065,P,01,LC,79251,12202,1993-06-16,2008-03-18,,45,4520,452030,45203030
028437,COMMERCIAL BANK/NY,CBNY.1,6020,P,01,LU,79253,12203,1993-09-30,2001-11-30,,40,4010,401010,40101010
028438,CONCORD ENERGY INC,CNCJQ,1600,C,01,LU,82815,14321,1996-01-31,1998-10-02,,20,2010,201030,20103010
028439,ENHANCED SERVICES INC,3ESVS,7370,C,01,LU,84804,15501,1997-05-30,1998-11-24,,45,4510,451020,45102010
028442,NORWOOD PROMOTIONAL PRODS,NPPI,3086,P,01,LU,79291,12201,1993-06-16,1998-11-30,,15,1510,151010,15101010
028443,INVESCO VAN KAMPEN MA VALUE,VMV,6726,P,01,LC,79358,29903,1993-06-16,2012-10-31,,,,,
028444,VAN KAMPEN NJ VALUE MUN INC,VJV,6726,P,01,LU,79359,29904,1993-06-16,2001-05-31,,,,,
028445,VAN KAMPEN OHIO VALUE MUN IN,VOV,6726,P,01,LU,79361,29906,1993-06-16,2005-10-31,Du Page,,,,
028449,F & M BANCORPORATION INC,FMBK,6020,P,01,LC,79635,34874,1993-06-10,1999-10-29,,40,4010,401010,40101010
028450,DONNKENNY INC,DNKYQ,2330,P,01,LU,79257,12206,1993-06-17,2000-11-14,,25,2520,252030,25203010
028452,INTL IMAGING MATLS INC,IMAK,3950,P,01,LU,79275,12209,1993-06-17,1997-10-31,,20,2020,202010,20201060
028453,MASISA SA,MYS.1,2400,P,90,LU,79339,29885,1993-06-17,2005-08-31,,15,1510,151050,15105010
028454,RALSTON-CONTL BAKING GROUP,CBG.3,2050,P,01,LC,79348,29893,1993-08-02,1995-05-12,,30,3020,302020,30202030
028456,SUBSEA 7 SA,SUBCY,1389,P,90,LC,86190,12152,2001-03-01,2011-03-07,,10,1010,101010,10101020
028456,SUBSEA 7 SA,SUBCY,1389,C,90,LC,86190,12152,1998-06-26,2001-02-28,,10,1010,101010,10101020
028456,SUBSEA 7 SA,SUBCY,1389,C,00X,LC,79191,56242,1993-05-21,1998-06-25,,10,1010,101010,10101020
028457,AMERICAN MUN INCOME PTFL INC,XAA,6726,C,01,LU,79325,29872,1993-06-18,2014-10-31,,,,,
028458,BLACKROCK BROAD INVT GRADE,BCT,6726,P,01,LU,79326,29873,1993-06-18,2009-10-30,,,,,
028459,WESTERN ASST EMG MKT INCM FD,EMD.2,6726,P,01,LU,79329,29876,1993-06-18,2016-12-30,,,,,
028460,FX ENERGY INC,FXEN,1311,P,01,LU,83659,14702,1996-06-07,2015-12-31,,10,1010,101020,10102020
028461,TRESTLE HOLDINGS INC -OLD,3TLHO.,9995,P,01,LC,79271,12212,1993-06-18,2001-01-30,,35,3510,351030,35103010
028462,LIBBEY INC,LBYYQ,3220,P,01,LC,79336,29883,2010-01-04,2020-11-30,,25,2520,252010,25201050
028462,LIBBEY INC,LBYYQ,3220,P,01,LC,79336,29883,1993-06-18,2009-04-19,,25,2520,252010,25201050
028463,NUVEEN CA PREM INCOME MUN FD,NCU,6726,P,01,LU,79341,29887,1993-06-18,2014-06-30,,,,,
028464,NUVEEN NJ PREM INCM MUN FD 3,NJU,6726,P,01,LU,79342,29888,1993-06-18,1995-02-06,,40,4020,402010,40201020
028465,NUVEEN PA PREM INCM MUN FD 3,NAP.1,6726,P,01,LU,79343,29889,1993-06-18,1995-02-07,,40,4020,402010,40201020
028468,PUTNAM MANAGED HIGH YIELD TR,PTM.2,6726,C,01,LU,79347,29892,1993-06-18,2006-10-16,,,,,
028469,REXALL SUNDOWN INC,RXSD,2834,P,01,LU,79305,12211,1993-06-18,2000-07-31,,35,3520,352020,35202010
028470,RA PHARMACEUTICALS INC,RARX,2836,P,01,LC,16398,55758,2016-10-26,2020-04-30,,35,3520,352010,35201010
028471,THORNBURG MORTGAGE INC,THMRQ,6798,P,01,LC,79351,29896,1993-06-18,2008-12-04,,40,4040,404020,40402030
028472,GLOBALINK INC,GNK.1,7372,P,01,LU,79268,12177,1993-06-21,1998-09-30,,45,4510,451030,45103010
028473,NUVEEN MINNESOTA QUAL MUN,NMS,6726,P,01,LC,79340,29886,1993-06-18,2014-10-05,,,,,
028473,NUVEEN MINNESOTA QUAL MUN,NMS,6726,P,01,LC,14975,55055,2014-10-06,E,,,,,
028474,ST FRANCIS CAPITAL CORP,STFR.,6035,P,01,LU,79309,12213,1993-06-21,2003-12-31,,40,4010,401020,40102010
028475,GDS HOLDINGS LIMITED,GDS,7370,P,90,LC,16461,55789,2016-11-02,E,,45,4510,451020,45102030
028476,EMARKETPLACE INC,SMKG,8700,C,01,LU,79288,12217,1993-06-30,1998-07-28,,45,4510,451010,45101010
028476,EMARKETPLACE INC,SMKG,8700,C,00X,LU,79288,12217,1993-06-22,1993-06-29,,45,4510,451010,45101010
028477,FLIR SYSTEMS INC,FLIR,3812,P,01,LU,79265,12214,1993-06-22,2021-05-28,,45,4520,452030,45203010
028478,HEALTHDYNE TECHNOLOGIES INC,HDTC.1,3841,P,01,LU,79269,12216,1993-06-22,1998-02-27,,35,3510,351010,35101010
028479,JEFFERSON SVGS & LN ASSN F A,JEFF.1,6035,P,01,LU,79277,12220,1993-06-22,1995-01-31,,40,4010,401010,40101010
028481,PRIMADONNA RESORTS INC,PRMA,7990,P,01,LC,79297,12222,1993-06-22,1999-02-26,,25,2530,253010,25301010
028483,ADVANCED MATERIALS GROUP INC,ADMGQ,3086,P,01,LU,79562,12401,1993-09-13,2000-12-13,,15,1510,151010,15101010
028485,COLLIERS INTL GROUP INC,CIGI,6531,P,01,LC,81208,13517,1998-04-30,E,,60,6020,602010,60201040
028487,PITTENCRIEFF COMMUNICATIONS,PITC,4812,P,01,LU,79296,12224,1993-06-23,1997-11-13,,50,5010,501020,50102010
028488,SAF T LOK INC,3LOCKE,3420,C,01,LU,79261,12223,1993-06-23,2001-05-14,,25,2520,252020,25202010
028489,SARATOGA BEVERAGE GP  -CL A,TOGA.1,2086,P,01,LU,79310,12227,1993-06-23,2000-06-30,,30,3020,302010,30201030
028490,WAYNE SAVINGS BANCSHARES INC,WAYN,6036,P,01,LC,79313,12221,1993-06-23,2017-11-16,,40,4010,401010,40101015
028491,SITHE ENERGIES INC,SYT.1,4991,P,01,LU,79349,29894,1993-06-23,1996-04-30,,55,5510,551010,55101010
028494,DIAGNOSTIC HEALTH SVCS INC,DHSM.,8071,P,01,LU,79256,12228,1993-09-30,1999-08-11,,35,3510,351020,35102010
028495,KSB BANCORP INC,KSBK,6036,P,01,LU,79279,12231,1993-06-24,1999-12-31,,40,4010,401010,40101010
028496,MBLA FINANCIAL CORP,MBLF,6036,P,01,LU,79284,12233,1993-06-24,1999-10-29,,40,4010,401010,40101010
028497,MMI COMPANIES INC,MMI.2,6351,P,01,LU,79337,29884,1993-06-24,2000-04-28,,40,4030,403010,40301040
028499,YUM CHINA HOLDINGS INC,YUMC,5812,P,01,LC,16343,55716,2016-11-01,E,,25,2530,253010,25301040
028501,BACK YARD BURGERS INC,BYBI,5812,P,01,LU,79252,12236,1993-06-25,2007-11-30,,25,2530,253010,25301040
028502,ELECTROGLAS INC,EGLSQ,3559,P,01,LC,79262,12234,1993-06-25,2009-03-20,,45,4530,453010,45301010
028504,GLOBAL EPOINT INC,GEPT,3571,P,01,LU,79283,12235,1993-06-25,2006-09-18,,45,4520,452030,45203010
028507,TRIPLE A & GOVT SER-1995 INC,TGA.,6726,P,01,LC,79353,29898,1993-06-25,1995-06-29,,40,4020,402010,40201020
028508,TRIPLE A & GOVT SER-1997 INC,TGB.,6726,P,01,LU,79355,29899,1993-06-25,1997-06-30,,40,4020,402010,40201020
028512,ELEPHANT & CASTLE GROUP INC,3PUBSF,5812,P,01,LC,79298,12239,1993-06-29,2000-11-21,,25,2530,253010,25301040
028513,FFY FINANCIAL CORP,FFYF,6035,P,01,LU,79264,12237,1993-06-28,2000-12-29,,40,4010,401010,40101010
028515,GROWGENERATION CORP,GRWG,5200,P,01,LC,19137,56971,2019-12-02,E,,25,2550,255040,25504030
028517,OKLAHOMA SAVINGS INC,OKSI,6035,P,01,LC,79295,12238,1993-06-29,1994-12-31,,40,4010,401010,40101010
028518,SHILOH INDUSTRIES INC,SHLOQ,3460,P,01,LC,79307,12240,1993-06-29,2020-09-09,,25,2510,251010,25101010
028519,T R FINANCIAL CORP,ROSE.2,6036,P,01,LU,79304,12241,1993-06-29,1999-02-26,,40,4010,401010,40101010
028520,YACIMIENTOS PETE FISCALES SA,YPF,2911,P,90,LU,79362,29907,1993-08-31,E,,10,1010,101020,10102010
028521,ABT BUILDING PRODUCTS CORP,ABTC.1,2400,P,01,LU,79245,12243,1993-06-30,1999-02-26,,15,1510,151050,15105010
028522,CWE INC,3CWEXE,5734,C,01,LU,79320,12248,1993-06-30,1995-12-07,Denver,45,4510,451030,45103010
028524,DELTA & PINE LAND CO,DLP,0100,P,01,LU,79255,12247,1993-06-30,2007-06-29,,30,3020,302020,30202010
028525,BANCORP 34 INC,BCTF,6035,P,01,LC,16378,55745,2016-10-12,E,,40,4010,401010,40101015
028526,FORT BEND HOLDING CORP,FBHC,6035,P,01,LU,79321,12245,1993-06-30,1999-04-30,,40,4010,401010,40101010
028528,HUNTCO INC  -CL A,3HCOIQ,3312,P,01,LU,79272,12246,1993-06-30,2001-06-12,,15,1510,151040,15104050
028529,INDUSTRIAL SCIENTIFIC CORP,ISCX,3823,P,01,LU,79276,12244,1993-06-30,1999-05-28,,45,4520,452030,45203010
028530,SODAK GAMING INC,SODK,5040,P,01,LU,79308,12242,1993-06-30,1999-09-30,,25,2530,253010,25301010
028532,AER ENERGY RESOURCES INC,AERN,6794,C,01,LU,79367,12252,1993-07-01,1999-03-29,,20,2010,201040,20104010
028533,PLIANT SYSTEMS INC,PLNS,3661,P,01,LU,79371,12253,1993-07-30,1999-02-11,,45,4520,452010,45201020
028533,PLIANT SYSTEMS INC,PLNS,3661,C,00X,LU,79371,12253,1993-07-01,1993-07-29,,45,4520,452010,45201020
028534,FFBS BANCORP INC,3FFBS,6035,P,01,LU,79383,12251,1993-07-01,1997-11-26,,40,4010,401010,40101010
028535,GRUPO SIMEC SA DE CV,SIM,3312,P,90,LU,79442,29916,1993-07-01,E,,15,1510,151040,15104050
028536,JAKES PIZZA INTL INC,JAKE.1,5140,P,01,LU,79398,12255,1993-07-01,1996-07-25,,30,3010,301010,30101020
028538,PINNACLE MICRO INC,PNLEQ,3572,P,01,LU,79413,12250,1993-07-01,1998-02-04,,45,4520,452020,45202020
028539,REGAL CINEMAS INC,3615B,7830,P,01,LU,79416,12254,1993-07-01,1998-05-29,,25,2540,254010,25401030
028540,CARR-GOTTSTEIN FOODS CO,CGF.,5411,P,01,LU,79435,29914,1993-07-02,1999-04-30,,30,3010,301010,30101030
028541,GRUPO RADIO CENTRO SA DE CV,GRDCY,4832,P,90,LU,79436,29917,1993-07-01,2013-01-31,,50,5020,502010,50201020
028543,SUN HEALTHCARE GROUP INC,SUNH.1,8051,P,02,LC,90092,29931,2004-03-10,2010-11-15,,35,3510,351020,35102015
028543,SUN HEALTHCARE GROUP INC,SUNH.1,8051,C,01,LC,79438,29931,1993-07-02,1999-06-28,,35,3510,351020,35102015
028543,SUN HEALTHCARE GROUP INC,SUNH.1,8051,P,02,LC,12409,53582,2010-11-16,E,,35,3510,351020,35102015
028546,CALIFORNIA CULINARY ACADEMY,COOK.1,8200,P,01,LU,79373,12259,1993-07-06,2000-04-28,,20,2020,202010,20201030
028550,STATORDYNE CORP,3STYYE,3613,C,01,LU,79350,29895,1993-07-21,1995-02-14,Orange,45,4520,452010,45201020
028551,INTELLIGENT PROCTN MGMT CORP,IPM,7370,P,01,LC,21863,58673,2021-08-03,E,,50,5020,502030,50203010
028556,SIMON WORLDWIDE INC,SWWI,9995,C,01,LU,79376,12261,1993-07-07,2002-05-03,,25,2540,254010,25401010
028561,PURITY SUPREME INC,8292B,5411,C,99X,LU,64777,3713,1989-12-29,1993-12-31,,30,3010,301010,30101030
028563,REVO BIOLOGICS INC  -REDH,RBIO,2836,P,01,LC,79390,12265,1993-07-09,2010-03-18,,35,3520,352010,35201010
028564,STONE ENERGY CORP,SGY,1311,P,03,LC,79444,29930,2017-03-01,2018-05-09,,10,1010,101020,10102020
028564,STONE ENERGY CORP,SGY,1311,P,01,LC,79444,29930,1993-07-09,2017-02-28,,10,1010,101020,10102020
028565,SUNDANCE HOMES INC,SDHM,1531,P,01,LU,79423,12266,1993-07-09,1999-08-18,,25,2520,252010,25201030
028573,MISSISSIPPI VALLEY BANCSHRS,MVBI,6020,P,01,LU,79406,12262,1993-07-08,2002-10-31,,40,4010,401010,40101010
028574,PEOPLES CHOICE TV CORP,3PCTV,4841,P,01,LU,79409,12263,1993-07-08,1998-07-17,,25,2540,254010,25401020
028576,TITAN HOLDINGS INC,TH.1,6331,P,01,LC,79424,12264,1993-08-31,1997-12-22,,40,4030,403010,40301040
028577,SURETY CAPITAL CORP,SRYP,6020,C,01,LC,11945,9816,1990-01-31,1999-11-08,,40,4010,401010,40101015
028577,SURETY CAPITAL CORP,SRYP,6020,C,00X,LC,11945,9816,1990-01-01,1990-01-30,,40,4010,401010,40101015
028579,CELESTIAL SEASONINGS INC,CTEA,2090,P,01,LU,79374,12268,1993-07-13,2000-05-31,,30,3020,302020,30202030
028581,CONTOUR MEDICAL INC,CTMI.,5047,P,01,LU,82257,13983,1995-09-21,1998-07-31,,35,3510,351020,35102010
028582,INTERNATURAL WTRS & BEVERAGE,JCDS,5140,C,01,LU,79395,12269,1993-07-30,1994-09-29,,30,3010,301010,30101020
028582,INTERNATURAL WTRS & BEVERAGE,JCDS,5140,C,00X,LU,79395,12269,1993-07-13,1993-07-29,,30,3010,301010,30101020
028585,FOURTH SHIFT CORP,FSFT,7372,P,01,LU,79385,12271,1993-07-14,2001-05-31,,45,4510,451030,45103010
028587,VAN KAMPEN MUN OPPTY II,VOT.1,6726,P,01,LU,79450,29933,1993-07-14,2006-01-31,,,,,
028590,BRINKS CO,BCO,7381,C,01,LC,18649,21414,1993-07-27,E,,20,2020,202010,20201080
028590,BRINKS CO,BCO,7381,C,01,LC,18649,21414,1962-01-31,1980-12-31,,20,2020,202010,20201080
028590,BRINKS CO,BCO,7381,C,00X,LC,18649,21414,1950-01-01,1962-01-30,,20,2020,202010,20201080
028591,PITTSTON CO-MINERALS GROUP,PZM,1220,P,01,LC,79540,21414,1993-08-06,2000-01-13,,15,1510,151040,15104020
028595,BLACKROCK CORP HIGH YLD FD,COY,6726,P,01,LU,79446,29915,1993-07-16,2013-11-29,,,,,
028596,CYRIX CORP,CYRX.,3674,P,01,LC,79377,12281,1993-07-16,1997-11-17,,45,4520,452050,45205020
028597,WATCHIT TECHNOLOGIES INC,WTCT,6799,C,01,LU,79381,12282,1993-07-30,2000-02-17,,40,4020,402030,40203010
028597,WATCHIT TECHNOLOGIES INC,WTCT,6799,C,00X,LU,79381,12282,1993-07-16,1993-07-29,,40,4020,402030,40203010
028599,GENERAL ATLANTIC RES INC,GARI,1311,P,01,LU,79386,12276,1993-07-16,1994-11-30,Denver,10,1010,101020,10102020
028600,HOLLYWOOD ENTERTAINMENT CORP,HLYW,7841,P,01,LU,79392,12277,1993-07-16,2005-04-29,,25,2550,255040,25504040
028602,TRANSPORT TECH INDS INC-REDH,TTII.2,3714,C,99X,LC,79396,12279,2000-03-14,2005-01-31,,20,2010,201060,20106010
028602,TRANSPORT TECH INDS INC-REDH,TTII.2,3714,P,01,LC,79396,12279,1993-07-16,2000-03-13,,20,2010,201060,20106010
028603,METROCALL HOLDINGS INC,MTOH,4812,P,03,LC,89936,44690,2003-12-17,2004-11-16,,50,5010,501020,50102010
028603,METROCALL HOLDINGS INC,MTOH,4812,P,01,LC,79400,12278,1993-07-16,2001-04-02,,50,5010,501020,50102010
028605,MORGAN STAN EMG MKT DEBT FD,MSD,6726,P,01,LU,79447,29921,1993-07-16,E,,,,,
028606,BLACKROCK MUNIASSETS FUND,MUA,6726,P,01,LU,79448,29922,1993-07-16,E,,,,,
028608,POST PROPERTIES INC,PPS,6798,P,01,LC,79449,29928,1993-07-16,2016-11-30,,60,6010,601010,60101060
028610,STECK-VAUGHN PUBLISHING CP,STEK.,2731,P,01,LU,79421,12273,1993-07-15,1998-02-27,,25,2540,254010,25401040
028611,DIGITAL PRIVACY INC  -CL A,3DGPVE,3571,C,01,LC,79425,12274,1996-03-29,1999-02-03,,45,4520,452020,45202010
028611,DIGITAL PRIVACY INC  -CL A,3DGPVE,3571,C,01,LC,79425,12274,1993-07-15,1995-06-07,,45,4520,452020,45202010
028614,CFB BANCORP INC,CFBN.,6020,P,01,LC,79372,12284,1993-07-19,1996-08-29,,40,4010,401010,40101010
028615,MIDISOFT CORP,3MIDI,7372,P,01,LU,79402,12285,1993-07-19,1997-09-09,,45,4510,451030,45103010
028616,RURAL/METRO CORP,RURL,4100,P,01,LU,79417,12280,1993-09-30,2011-06-30,,35,3510,351020,35102015
028617,EK CHOR CHINA MOTORCYCLE CO,EKC.1,6799,P,01,LU,79364,29909,1993-06-29,2003-06-30,,25,2510,251010,25101010
028618,LEADINGSIDE INC,LDSD,7372,P,01,LU,79379,12288,1993-07-20,2000-12-28,,45,4510,451030,45103010
028620,PREMIER FINANCIAL CORP,PFC,6020,P,01,LU,79382,12289,1993-07-20,E,,40,4010,401010,40101015
028621,CEANIC CORP,DIVE.1,1389,P,01,LU,79378,12293,1993-07-21,1998-08-31,,10,1010,101010,10101020
028622,FLYI INC,FLYIQ,4512,P,01,LU,79366,12291,1993-07-21,2005-11-15,,20,2030,203020,20302010
028623,PRIMESOURCE CORP,PSRC.1,5040,P,01,LU,79414,12292,1993-08-06,2001-10-31,,25,2550,255010,25501010
028624,STARCRAFT CORP,STCR.,3714,P,01,LU,79420,12290,1993-07-21,2005-03-31,,25,2510,251010,25101010
028625,EDUNETICS LTD,EDNTF,7372,P,01,LU,79083,12078,1993-04-13,1996-05-31,,45,4510,451030,45103010
028626,OLIVER TRANSPORTATION INC,OTIC.1,4213,P,01,LU,80298,12219,1994-02-25,1995-08-31,Audrain,20,2030,203040,20304020
028627,ARROW TRANSPORTATION CO,ARWTQ,4213,C,01,LU,79370,12296,1993-07-22,1997-03-11,,20,2030,203040,20304020
028629,CAMDEN PROPERTY TRUST,CPT,6798,P,01,LU,79452,29911,1993-07-22,E,,60,6010,601060,60106010
028630,HI-RISE RECYCLING SYSTEMS,HIRI,3559,C,01,LU,79391,12301,1993-07-22,2000-12-01,,20,2020,202010,20201050
028631,MDL INFORMATION SYSTEMS INC,MDLI.,7372,P,01,LU,79401,12295,1993-07-22,1997-05-30,,45,4510,451030,45103010
028632,MORGAN GROUP INC  -CL A,MGGP,4213,C,01,LU,79404,12294,1993-07-22,2002-10-03,,20,2030,203040,20304020
028633,MULTI-MKT RADIO INC  -CL A,RDIOA,4832,P,01,LU,79415,12300,1993-07-22,1996-11-29,,25,2540,254010,25401020
028634,NUVEEN PREM INCM MUNI OPPY,NPX,6726,P,01,LU,79454,29925,1993-10-29,2013-05-31,,,,,
028635,RENAL TREATMENT CTRS INC,RXT.1,8090,P,01,LU,79418,12298,1993-07-22,1998-02-27,,35,3510,351020,35102010
028636,STANT CORP,STNT.1,3714,P,01,LU,79422,12299,1993-07-22,1997-05-30,,25,2510,251010,25101010
028637,UNITEDGLOBALCOM INC  -CL A,UCOMA,4899,P,01,LU,79428,12297,1993-07-22,2005-06-30,,25,2540,254010,25401020
028638,DELAWARE INV CO MUN INCM FD,VCF,6726,P,01,LU,79456,29934,1993-07-22,2022-02-28,,,,,
028639,ALBION BANC CORP,ALBC.,6035,P,01,LU,79368,12302,1993-07-23,2000-03-31,,40,4010,401010,40101010
028641,KEY TECHNOLOGY INC,KTEC.1,3550,P,01,LU,79399,12304,1993-07-23,2018-03-29,,20,2010,201060,20106020
028642,MRS TECHNOLOGY INC,MRSIQ,3559,P,01,LU,79405,12303,1993-07-23,1998-11-11,,20,2010,201060,20106020
028643,BLACKROCK MASS TAX-EXEMPT TR,MHE,6726,P,01,LC,79457,29919,1993-07-23,2021-04-30,,,,,
028644,WESTERN ASST MUNI PTNR FD II,MPT.Z,6726,P,01,LC,79453,29923,1993-07-23,2007-07-20,,,,,
028646,ISOENERGY LTD,ISOU,1090,C,01,LC,26233,60281,2025-05-05,E,,10,1010,101020,10102050
028648,PETSMART INC,PETM,5990,P,01,LU,79411,12305,1993-07-23,2015-03-31,,25,2550,255040,25504040
028651,UNITED MERIDIAN CORP,UMC.,1311,P,01,LU,79455,29932,1993-07-23,1998-03-31,,10,1010,101020,10102020
028652,FRANKLIN OPHTHALMIC INSTRS,FKLN,5040,C,01,LU,79384,12308,1993-07-26,1995-04-26,,35,3510,351010,35101010
028653,SINOPEC SHANGHAI PETROCHEM,SHIIY,2911,P,90,LU,79464,29929,1993-07-26,2023-03-31,,15,1510,151010,15101010
028654,ALLIANCEBERNSTEIN GLB HI INC,AWF,6726,P,01,LU,79461,29910,1993-07-27,E,,,,,
028655,MOUNTAIN PARKS FINANCIAL CP,MPFC,6020,P,01,LU,79403,12309,1993-07-27,1996-12-31,,40,4010,401010,40101010
028656,CHINA ENTERPRISES LTD,CSHEF,7990,C,01,LU,79445,29935,1993-07-15,2002-09-26,,25,2530,253010,25301030
028665,OMNI INSURANCE GROUP INC,OMGR,6331,P,01,LU,79408,12312,1993-07-29,1998-02-27,,40,4030,403010,40301040
028666,BANCA QUADRUM SA,QDRMY,6153,P,90,LU,79433,12311,1993-07-29,2001-05-31,,40,4020,402010,40201020
028668,CYGNE DESIGNS INC,CYDS,2330,P,01,LC,79375,12315,1993-07-30,2008-07-24,,25,2520,252030,25203010
028669,GREENFIELD INDS INC/DE,GFII,3540,P,01,LU,79387,12316,1993-07-30,1997-11-28,,20,2010,201060,20106020
028670,INNOVATIVE INDUSTRIAL PPTYS,IIPR,6798,P,01,LC,16515,55816,2016-12-01,E,,60,6010,601025,60102510
028671,PETROLANE INC  -CL B,PGASB,5900,P,01,LU,79412,12314,1993-07-30,1995-04-28,,10,1010,101020,10102030
028672,STARSIGHT TELECAST INC,SGHT.1,6794,P,01,LU,79419,12313,1993-09-30,1997-05-30,,20,2020,202010,20201030
028674,HOUSTON BIOTECHNOLOGY INC,HBI.1,2834,P,01,LU,79544,29942,1993-08-02,1997-03-31,,35,3520,352020,35202010
028675,TANDY LEATHER FACTORY INC,TLF,5990,P,01,LC,79666,29969,2022-09-07,E,,25,2550,255040,25504010
028675,TANDY LEATHER FACTORY INC,TLF,5990,P,01,LC,79666,29969,1993-09-27,2020-08-12,,25,2550,255040,25504010
028676,WESTPOINT STEVENS INC,WSPTQ,2390,P,01,LU,79532,12318,1993-08-02,2003-01-29,,25,2520,252010,25201020
028678,ACTEL CORP,ACTL.1,3674,P,01,LC,79467,12321,1993-08-03,2010-11-02,,45,4530,453010,45301020
028687,ADVANCED SURGICAL INC,ASUR.1,3841,P,01,LU,79471,12326,1993-08-04,1996-01-31,,35,3510,351010,35101010
028688,BEST POWER TECHNOLOGY,BPTI,3620,P,01,LU,79473,12325,1993-08-04,1995-06-30,,20,2010,201040,20104010
028690,CONDUCTUS INC,CDTS,8731,P,01,LU,79478,12328,1993-08-05,2002-12-31,,20,2010,201040,20104020
028691,ALLEGRO BIODIESEL CORP,ABDS,2990,P,01,LU,79480,12335,1994-06-30,2003-07-01,,10,1010,101020,10102030
028691,ALLEGRO BIODIESEL CORP,ABDS,2990,C,00X,LU,79480,12335,1994-06-14,1994-06-29,,10,1010,101020,10102030
028692,EP TECHNOLOGIES INC,EPTK,3841,P,01,LU,79484,12336,1993-08-05,1996-01-31,,35,3510,351010,35101010
028693,EXCEL REALTY TRUST,XEL.1,6798,P,01,LC,79542,29941,1993-08-05,1998-09-28,,40,4040,404010,40401010
028695,MOTOR COACH INDS INTL  -COM,MCO.1,3711,P,01,LU,79543,29943,1993-08-05,1994-08-05,,25,2510,251020,25102010
028696,NSD BANCORP INC,NSDB,6020,P,01,LU,79512,12334,1993-08-05,2005-02-28,,40,4010,401010,40101015
028697,NATIONAL RECORD MART INC,NRMI,5735,C,01,LU,79511,12330,1993-08-05,2000-10-17,,25,2540,254010,25401030
028698,PREFERRED ENTERTAINMENT INC,PREF.1,4841,P,01,LU,79520,12333,1993-08-05,1995-09-29,,25,2540,254010,25401020
028699,PROXYMED INC,PILLQ,7374,P,01,LC,79518,12332,1993-08-05,2008-07-31,,35,3510,351030,35103010
028700,QRS CORP,QRSI,7372,P,01,LC,79523,12331,1993-08-05,2004-11-30,,45,4510,451030,45103020
028701,RALSTON PURINA CO,RAL.,2040,C,01,LC,28353,21485,1993-08-02,2001-12-12,,30,3020,302020,30202030
028702,ARBOR HEALTH CARE CO,AHCC,8050,P,01,LU,79468,12340,1993-08-06,1997-12-31,,35,3510,351020,35102020
028703,DUAL DRILLING CO,DUAL.1,1381,P,01,LU,79481,12341,1993-08-06,1996-06-28,,10,1010,101010,10101010
028704,MONARCH CASINO & RESORT INC,MCRI,7990,P,01,LU,79507,12339,1993-08-06,E,,25,2530,253010,25301010
028706,RFS HOTEL INVESTORS INC,RFS,6798,P,01,LU,79524,12342,1993-08-06,2003-07-31,,40,4040,404010,40401010
028707,UNAPIX ENTERTAINMENT INC,UPXE,5961,P,01,LU,79535,12229,1993-08-06,2000-11-21,,25,2540,254010,25401030
028708,ALLIANCE ATLANTIS COMM -CL B,AACB.1,7822,P,03,LC,82805,31408,1996-01-26,2005-07-07,,25,2540,254010,25401020
028711,HUMMINGBIRD LTD,HUMC,7372,P,01,LU,80453,13021,1994-04-25,2006-10-31,,45,4510,451030,45103020
028712,ATRM HOLDINGS INC,ATRM,1520,P,01,LC,79472,12345,1993-08-10,2019-09-30,,20,2010,201030,20103010
028714,CROWN AMER REALTY TRUST,CWN,6798,P,01,LU,79546,29938,1993-08-10,2003-11-28,,40,4040,404010,40401010
